STT,ID,Tên_Việt,Tên_Hán,Lat,Lon,Province,Source,Status,Mô_tả,Ghi_chú_Admin
2493,PL000000002544,,解瀆亭,38.4253,115.3697,中國-河北省-保定市-安國市,DILA,master,,
2494,PL000000002545,,祁州,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2495,PL000000002546,,祁州,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2496,PL000000002547,,蒲陰,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2497,PL000000002548,,祁州,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2498,PL000000002549,,蒲陰,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2499,PL000000002550,,義豐,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2500,PL000000002551,,義豐,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2501,PL000000002552,,安國城,38.3614,115.3958,中國-河北省-保定市-安國市,DILA,master,,
2502,PL000000002553,,祁州,38.4116,115.3247,中國-河北省-保定市-安國市,DILA,master,,
2503,PL000000002554,,大佛寺,39.24574,115.983323,中國-河北省-保定市-高碑店市,DILA,master,,
2504,PL000000002555,,三家店,39.3487,115.986,中國-河北省-保定市-高碑店市,DILA,master,,
2505,PL000000002556,,高密店,39.325,115.8687,中國-河北省-保定市-高碑店市,DILA,master,,
2506,PL000000002557,,新昌,39.2513,116.1451,中國-河北省-保定市-高碑店市,DILA,master,,
2507,PL000000002558,,新昌縣,39.2411,116.1584,中國-河北省-保定市-高碑店市,DILA,master,,
2508,PL000000002559,,新城,39.2405,115.9841,中國-河北省-保定市-高碑店市,DILA,master,,
2509,PL000000002560,,新城,39.2405,115.9841,中國-河北省-保定市-高碑店市,DILA,master,,
2510,PL000000002561,,新城,39.2389,115.9964,中國-河北省-保定市-高碑店市,DILA,master,,
2511,PL000000002562,,新城,39.2381,116.0004,中國-河北省-保定市-高碑店市,DILA,master,,
2512,PL000000002563,,新城縣,39.2331,115.9871,中國-河北省-保定市-高碑店市,DILA,master,,
2513,PL000000002564,,歸義,39.1953,116.0411,中國-河北省-保定市-高碑店市,DILA,master,,
2514,PL000000002565,,高橋村,39.1668,116.03,中國-河北省-保定市-高碑店市,DILA,master,,
2515,PL000000002566,,白溝店,39.1068,116.0312,中國-河北省-保定市-高碑店市,DILA,master,,
2516,PL000000002567,,張家口廳,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2517,PL000000002568,,張家口堡,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2518,PL000000002569,,大寧,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2519,PL000000002570,,大寧,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2520,PL000000002571,,廣寧,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2521,PL000000002572,,廣寧,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2522,PL000000002573,,廣寧,40.7906,114.8959,中國-河北省-張家口市-橋東區,DILA,master,,
2523,PL000000002574,,宣化,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2524,PL000000002575,,宣化廳,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2525,PL000000002576,,宣德府,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2526,PL000000002577,,文德,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2527,PL000000002578,,歸化州,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2528,PL000000002579,,文德縣,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2529,PL000000002580,,萬全都司,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2530,PL000000002581,,宣府,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2531,PL000000002582,,興和所,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2532,PL000000002583,,宣府三衛,40.6097,115.0611,中國-河北省-張家口市-宣化區,DILA,master,,
2533,PL000000002584,,雞鳴,40.500885,115.280992,中國-河北省-張家口市-下花園區,DILA,master,,
2534,PL000000002585,,青邊口堡,40.7832,115.0908,中國-河北省-張家口市-宣化縣,DILA,master,,
2535,PL000000002586,,羊房堡,40.7753,115.0173,中國-河北省-張家口市-宣化縣,DILA,master,,
2536,PL000000002587,,長峪口堡,40.7671,115.1555,中國-河北省-張家口市-宣化縣,DILA,master,,
2537,PL000000002588,,大白陽堡,40.7489,115.3019,中國-河北省-張家口市-宣化縣,DILA,master,,
2538,PL000000002589,,小白陽堡,40.7475,115.3659,中國-河北省-張家口市-宣化縣,DILA,master,,
2539,PL000000002590,,葛峪堡,40.7469,115.1861,中國-河北省-張家口市-宣化縣,DILA,master,,
2540,PL000000002591,,白陽鎮,40.7447,115.3058,中國-河北省-張家口市-宣化縣,DILA,master,,
2541,PL000000002592,,寧遠站堡,40.7161,114.9048,中國-河北省-張家口市-宣化縣,DILA,master,,
2542,PL000000002593,,趙川堡,40.6799,115.3664,中國-河北省-張家口市-宣化縣,DILA,master,,
2543,PL000000002594,,沙嶺,40.6595,114.933,中國-河北省-張家口市-宣化縣,DILA,master,,
2544,PL000000002595,,賈家營,40.6212,115.2483,中國-河北省-張家口市-宣化縣,DILA,master,,
2545,PL000000002596,,李家梁,40.5767,115.4049,中國-河北省-張家口市-宣化縣,DILA,master,,
2546,PL000000002597,,水泉堡,40.474,114.9276,中國-河北省-張家口市-宣化縣,DILA,master,,
2547,PL000000002598,,深井堡,40.4033,114.8398,中國-河北省-張家口市-宣化縣,DILA,master,,
2548,PL000000002599,,深井堡,40.3996,114.8305,中國-河北省-張家口市-宣化縣,DILA,master,,
2549,PL000000002601,,哈柳圖,41.3591,114.6397,中國-河北省-張家口市-張北縣,DILA,master,,
2550,PL000000002602,,中都,41.2963,114.6123,中國-河北省-張家口市-張北縣,DILA,master,,
2551,PL000000002603,,鑲黃等四旗牧廠,41.2393,114.7801,中國-河北省-張家口市-張北縣,DILA,master,,
2552,PL000000002604,,沙城,41.2386,114.6471,中國-河北省-張家口市-張北縣,DILA,master,,
2553,PL000000002605,,興和城,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2554,PL000000002606,,興和,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2555,PL000000002607,,高原,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2556,PL000000002608,,興和路,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2557,PL000000002609,,燕子城,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2558,PL000000002610,,懷荒鎮,41.1549,114.7229,中國-河北省-張家口市-張北縣,DILA,master,,
2559,PL000000002611,,烏里雅蘇臺,41.1166,114.4626,中國-河北省-張家口市-張北縣,DILA,master,,
2560,PL000000002612,,野狐嶺,41.0101,114.7585,中國-河北省-張家口市-張北縣,DILA,master,,
2561,PL000000002613,,虞臺嶺,40.9988,114.5992,中國-河北省-張家口市-張北縣,DILA,master,,
2562,PL000000002614,,太仆寺左翼牧廠,41.3403,114.8626,中國-河北省-張家口市-張北縣,DILA,master,,
2563,PL000000002615,,雲需府,41.7638,115.7206,中國-河北省-張家口市-沽源縣,DILA,master,,
2564,PL000000002616,,烏藍城,41.7444,115.7499,中國-河北省-張家口市-沽源縣,DILA,master,,
2565,PL000000002617,,禦夷故城,41.738,115.7389,中國-河北省-張家口市-沽源縣,DILA,master,,
2566,PL000000002618,,羊城,41.5618,115.597,中國-河北省-張家口市-沽源縣,DILA,master,,
2567,PL000000002619,,隰寧,41.5396,115.6947,中國-河北省-張家口市-沽源縣,DILA,master,,
2568,PL000000002620,,保安溝,41.3637,115.5981,中國-河北省-張家口市-沽源縣,DILA,master,,
2569,PL000000002621,,禦夷鎮城,41.361,115.9853,中國-河北省-張家口市-沽源縣,DILA,master,,
2570,PL000000002622,,丁莊,41.3056,115.5747,中國-河北省-張家口市-沽源縣,DILA,master,,
2571,PL000000002623,,鄂拉呼都克,41.3292,114.2674,中國-河北省-張家口市-尚義縣,DILA,master,,
2572,PL000000002624,,威寧,41.1017,113.8954,中國-河北省-張家口市-尚義縣,DILA,master,,
2573,PL000000002625,,蒐吉,41.0627,114.2518,中國-河北省-張家口市-尚義縣,DILA,master,,
2574,PL000000002626,,土木路,41.0024,114.0976,中國-河北省-張家口市-尚義縣,DILA,master,,
2575,PL000000002627,,桃山,40.9631,114.4386,中國-河北省-張家口市-尚義縣,DILA,master,,
2576,PL000000002628,,東楊木溝,40.9414,114.3416,中國-河北省-張家口市-尚義縣,DILA,master,,
2577,PL000000002629,,小蒜溝,40.8805,114.2708,中國-河北省-張家口市-尚義縣,DILA,master,,
2578,PL000000002630,,下馬圈,40.8611,114.1784,中國-河北省-張家口市-尚義縣,DILA,master,,
2579,PL000000002631,,大雲寺,39.438118,114.254805,中國-山西省-大同市-靈丘縣,DILA,master,,
2580,PL000000002632,,金河十寺,39.946288,114.93629,中國-河北省-張家口市-蔚縣,DILA,master,,
2581,PL000000002633,,鴛鴦口,40.0958,114.704,中國-河北省-張家口市-蔚縣,DILA,master,,
2582,PL000000002634,,鴛鴦口,40.0889,114.709,中國-河北省-張家口市-蔚縣,DILA,master,,
2583,PL000000002635,,定安,40.0557,114.8162,中國-河北省-張家口市-蔚縣,DILA,master,,
2584,PL000000002636,,當城,40.0505,114.8515,中國-河北省-張家口市-蔚縣,DILA,master,,
2585,PL000000002637,,當城,40.0505,114.8515,中國-河北省-張家口市-蔚縣,DILA,master,,
2586,PL000000002638,,桃花堡,40.0466,114.9963,中國-河北省-張家口市-蔚縣,DILA,master,,
2587,PL000000002639,,桃花堡,40.0464,114.996,中國-河北省-張家口市-蔚縣,DILA,master,,
2588,PL000000002640,,當城,40.0451,114.8461,中國-河北省-張家口市-蔚縣,DILA,master,,
2589,PL000000002641,,當城,40.0451,114.8461,中國-河北省-張家口市-蔚縣,DILA,master,,
2590,PL000000002642,,雊瞀,40.0386,114.9673,中國-河北省-張家口市-蔚縣,DILA,master,,
2591,PL000000002643,,雊瞀,40.0386,114.9673,中國-河北省-張家口市-蔚縣,DILA,master,,
2592,PL000000002644,,及家莊,40.0248,114.8657,中國-河北省-張家口市-蔚縣,DILA,master,,
2593,PL000000002645,,定安,40.0245,114.8034,中國-河北省-張家口市-蔚縣,DILA,master,,
2594,PL000000002646,,長寧鎮,40.0133,114.9583,中國-河北省-張家口市-蔚縣,DILA,master,,
2595,PL000000002647,,代郡,39.8966,114.6812,中國-河北省-張家口市-蔚縣,DILA,master,,
2596,PL000000002648,,代縣,39.887,114.6779,中國-河北省-張家口市-蔚縣,DILA,master,,
2597,PL000000002649,,代郡,39.887,114.6779,中國-河北省-張家口市-蔚縣,DILA,master,,
2598,PL000000002650,,代縣,39.887,114.6779,中國-河北省-張家口市-蔚縣,DILA,master,,
2599,PL000000002651,,代郡,39.886,114.6826,中國-河北省-張家口市-蔚縣,DILA,master,,
2600,PL000000002652,,代縣,39.886,114.6826,中國-河北省-張家口市-蔚縣,DILA,master,,
2601,PL000000002653,,代郡,39.886,114.6826,中國-河北省-張家口市-蔚縣,DILA,master,,
2602,PL000000002654,,代縣,39.886,114.6826,中國-河北省-張家口市-蔚縣,DILA,master,,
2603,PL000000002655,,東代郡,39.8849,114.6722,中國-河北省-張家口市-蔚縣,DILA,master,,
2604,PL000000002656,,代郡,39.8823,114.6892,中國-河北省-張家口市-蔚縣,DILA,master,,
2605,PL000000002657,,代縣,39.8823,114.6892,中國-河北省-張家口市-蔚縣,DILA,master,,
2606,PL000000002658,,松子口,39.8779,114.8379,中國-河北省-張家口市-蔚縣,DILA,master,,
2607,PL000000002659,,蔚州,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2608,PL000000002660,,蔚州,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2609,PL000000002661,,靈仙,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2610,PL000000002662,,蔚州,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2611,PL000000002663,,蔚州,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2612,PL000000002664,,靈仙,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2613,PL000000002665,,安邊,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2614,PL000000002666,,橫野軍,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2615,PL000000002667,,北靈丘郡,39.8399,114.5789,中國-河北省-張家口市-蔚縣,DILA,master,,
2616,PL000000002668,,九宮口,39.8159,114.7976,中國-河北省-張家口市-蔚縣,DILA,master,,
2617,PL000000002669,,九宮口,39.8078,114.8016,中國-河北省-張家口市-蔚縣,DILA,master,,
2618,PL000000002670,,石門口,39.7417,114.4418,中國-河北省-張家口市-蔚縣,DILA,master,,
2619,PL000000002671,,北口關,39.7106,114.6351,中國-河北省-張家口市-蔚縣,DILA,master,,
2620,PL000000002672,,飛狐口,39.6206,114.6321,中國-河北省-張家口市-蔚縣,DILA,master,,
2621,PL000000002673,,黑石嶺堡,39.6081,114.6438,中國-河北省-張家口市-蔚縣,DILA,master,,
2622,PL000000002674,,黑石嶺堡,39.5827,114.6427,中國-河北省-張家口市-蔚縣,DILA,master,,
2623,PL000000002675,,蔚州,40.0557,114.8162,中國-河北省-張家口市-蔚縣,DILA,master,,
2624,PL000000002676,,三馬房,40.2392,114.5864,中國-河北省-張家口市-陽原縣,DILA,master,,
2625,PL000000002677,,順聖,40.2264,114.5913,中國-河北省-張家口市-陽原縣,DILA,master,,
2626,PL000000002678,,四馬房,40.2259,114.5309,中國-河北省-張家口市-陽原縣,DILA,master,,
2627,PL000000002679,,東城,40.1886,114.5633,中國-河北省-張家口市-陽原縣,DILA,master,,
2628,PL000000002680,,順聖川東城,40.1863,114.5609,中國-河北省-張家口市-陽原縣,DILA,master,,
2629,PL000000002681,,順聖,40.183,114.5887,中國-河北省-張家口市-陽原縣,DILA,master,,
2630,PL000000002682,,七馬房,40.1698,114.4504,中國-河北省-張家口市-陽原縣,DILA,master,,
2631,PL000000002683,,桑乾,40.154,114.6374,中國-河北省-張家口市-陽原縣,DILA,master,,
2632,PL000000002684,,桑乾,40.154,114.6374,中國-河北省-張家口市-陽原縣,DILA,master,,
2633,PL000000002685,,七馬房,40.1532,114.4636,中國-河北省-張家口市-陽原縣,DILA,master,,
2634,PL000000002686,,八馬房,40.1529,114.3874,中國-河北省-張家口市-陽原縣,DILA,master,,
2635,PL000000002687,,桑乾縣,40.1438,114.6435,中國-河北省-張家口市-陽原縣,DILA,master,,
2636,PL000000002688,,弘州,40.142,114.1847,中國-河北省-張家口市-陽原縣,DILA,master,,
2637,PL000000002689,,平昌郡,40.1152,114.6524,中國-河北省-張家口市-陽原縣,DILA,master,,
2638,PL000000002690,,西寧,40.1108,114.1742,中國-河北省-張家口市-陽原縣,DILA,master,,
2639,PL000000002691,,順聖川西城,40.1108,114.1742,中國-河北省-張家口市-陽原縣,DILA,master,,
2640,PL000000002692,,弘州,40.1108,114.1742,中國-河北省-張家口市-陽原縣,DILA,master,,
2641,PL000000002693,,永寧,40.1108,114.1742,中國-河北省-張家口市-陽原縣,DILA,master,,
2642,PL000000002694,,白馬營,40.1093,114.2706,中國-河北省-張家口市-陽原縣,DILA,master,,
2643,PL000000002695,,昌平,40.0824,114.5636,中國-河北省-張家口市-陽原縣,DILA,master,,
2644,PL000000002696,,安陽,40.0451,114.3853,中國-河北省-張家口市-陽原縣,DILA,master,,
2645,PL000000002697,,東安陽,40.0326,114.3979,中國-河北省-張家口市-陽原縣,DILA,master,,
2646,PL000000002698,,東安陽,40.0326,114.3979,中國-河北省-張家口市-陽原縣,DILA,master,,
2647,PL000000002699,,陽原,40.0248,114.0846,中國-河北省-張家口市-陽原縣,DILA,master,,
2648,PL000000002700,,安陽,40.0228,114.3831,中國-河北省-張家口市-陽原縣,DILA,master,,
2649,PL000000002701,,渡口堡,40.696,114.2671,中國-河北省-張家口市-懷安縣,DILA,master,,
2650,PL000000002702,,馬城,40.6921,114.3273,中國-河北省-張家口市-懷安縣,DILA,master,,
2651,PL000000002703,,西陽河堡,40.6875,114.1791,中國-河北省-張家口市-懷安縣,DILA,master,,
2652,PL000000002704,,宣平,40.6806,114.6625,中國-河北省-張家口市-懷安縣,DILA,master,,
2653,PL000000002705,,宣平,40.6806,114.6625,中國-河北省-張家口市-懷安縣,DILA,master,,
2654,PL000000002706,,馬城,40.6722,114.3792,中國-河北省-張家口市-懷安縣,DILA,master,,
2655,PL000000002707,,馬城,40.6722,114.3792,中國-河北省-張家口市-懷安縣,DILA,master,,
2656,PL000000002708,,左衛城,40.6712,114.709,中國-河北省-張家口市-懷安縣,DILA,master,,
2657,PL000000002709,,馬城,40.6697,114.3674,中國-河北省-張家口市-懷安縣,DILA,master,,
2658,PL000000002710,,柴溝堡,40.6682,114.4286,中國-河北省-張家口市-懷安縣,DILA,master,,
2659,PL000000002711,,柴溝堡,40.6682,114.4286,中國-河北省-張家口市-懷安縣,DILA,master,,
2660,PL000000002712,,大寧郡,40.6494,114.4963,中國-河北省-張家口市-懷安縣,DILA,master,,
2661,PL000000002713,,懷安,40.5434,114.5773,中國-河北省-張家口市-懷安縣,DILA,master,,
2662,PL000000002714,,李信屯堡,40.5138,114.3065,中國-河北省-張家口市-懷安縣,DILA,master,,
2663,PL000000002715,,李信屯堡,40.5135,114.3346,中國-河北省-張家口市-懷安縣,DILA,master,,
2664,PL000000002716,,懷安縣,40.5116,114.5593,中國-河北省-張家口市-懷安縣,DILA,master,,
2665,PL000000002717,,懷安,40.5041,114.5597,中國-河北省-張家口市-懷安縣,DILA,master,,
2666,PL000000002718,,懷安,40.453,114.4811,中國-河北省-張家口市-懷安縣,DILA,master,,
2667,PL000000002719,,萬全左衛,40.6721,114.7115,中國-河北省-張家口市-懷安縣,DILA,master,,
2668,PL000000002720,,懷安衛,40.4614,114.4848,中國-河北省-張家口市-懷安縣,DILA,master,,
2669,PL000000002721,,保安右衛,40.4614,114.4848,中國-河北省-張家口市-懷安縣,DILA,master,,
2670,PL000000002722,,東部都尉,40.6722,114.3792,中國-河北省-張家口市-懷安縣,DILA,master,,
2671,PL000000002723,,上莊堡,40.979,114.7493,中國-河北省-張家口市-萬全縣,DILA,master,,
2672,PL000000002724,,新河口堡,40.956,114.5623,中國-河北省-張家口市-萬全縣,DILA,master,,
2673,PL000000002725,,新河口堡,40.9503,114.5547,中國-河北省-張家口市-萬全縣,DILA,master,,
2674,PL000000002726,,膳房堡,40.9485,114.7598,中國-河北省-張家口市-萬全縣,DILA,master,,
2675,PL000000002727,,膳房堡,40.9467,114.7643,中國-河北省-張家口市-萬全縣,DILA,master,,
2676,PL000000002728,,新開口堡,40.9435,114.6828,中國-河北省-張家口市-萬全縣,DILA,master,,
2677,PL000000002729,,萬全,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2678,PL000000002730,,小寧,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2679,PL000000002731,,寧縣,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2680,PL000000002732,,寧縣,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2681,PL000000002733,,洗馬林堡,40.8227,114.4689,中國-河北省-張家口市-萬全縣,DILA,master,,
2682,PL000000002734,,洗馬林堡,40.8091,114.4731,中國-河北省-張家口市-萬全縣,DILA,master,,
2683,PL000000002735,,尋麻林,40.8091,114.4731,中國-河北省-張家口市-萬全縣,DILA,master,,
2684,PL000000002736,,沙城堡,40.7038,114.4685,中國-河北省-張家口市-萬全縣,DILA,master,,
2685,PL000000002737,,暗莊堡,40.6848,114.5064,中國-河北省-張家口市-萬全縣,DILA,master,,
2686,PL000000002738,,萬全右衛,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2687,PL000000002739,,護烏桓校尉,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2688,PL000000002740,,西部都尉,40.8643,114.7447,中國-河北省-張家口市-萬全縣,DILA,master,,
2689,PL000000002741,,柏林寺,40.363502,115.001181,中國-河北省-張家口市-宣化縣,DILA,master,,
2690,PL000000002742,,長安嶺堡,40.554,115.6573,中國-河北省-張家口市-懷來縣,DILA,master,,
2691,PL000000002743,,麻谷口堡,40.4961,115.5781,中國-河北省-張家口市-懷來縣,DILA,master,,
2692,PL000000002744,,雞鳴堡,40.4501,115.33,中國-河北省-張家口市-懷來縣,DILA,master,,
2693,PL000000002745,,東八里堡,40.4294,115.4632,中國-河北省-張家口市-懷來縣,DILA,master,,
2694,PL000000002746,,保安州,40.4291,115.4208,中國-河北省-張家口市-懷來縣,DILA,master,,
2695,PL000000002747,,且居,40.4153,115.414,中國-河北省-張家口市-懷來縣,DILA,master,,
2696,PL000000002748,,良田屯堡,40.4051,115.4916,中國-河北省-張家口市-懷來縣,DILA,master,,
2697,PL000000002749,,沙城,40.399,115.5432,中國-河北省-張家口市-懷來縣,DILA,master,,
2698,PL000000002750,,土木堡,40.397,115.5206,中國-河北省-張家口市-懷來縣,DILA,master,,
2699,PL000000002751,,媯川,40.375,115.7351,中國-河北省-張家口市-懷來縣,DILA,master,,
2700,PL000000002752,,土木堡,40.3705,115.6324,中國-河北省-張家口市-懷來縣,DILA,master,,
2701,PL000000002753,,清夷軍,40.3499,115.7318,中國-河北省-張家口市-懷來縣,DILA,master,,
2702,PL000000002754,,媯州,40.3499,115.7318,中國-河北省-張家口市-懷來縣,DILA,master,,
2703,PL000000002755,,懷戎,40.3499,115.7318,中國-河北省-張家口市-懷來縣,DILA,master,,
2704,PL000000002756,,可汗州,40.3485,115.7461,中國-河北省-張家口市-懷來縣,DILA,master,,
2705,PL000000002757,,懷來,40.3485,115.7461,中國-河北省-張家口市-懷來縣,DILA,master,,
2706,PL000000002758,,懷來,40.3475,115.726,中國-河北省-張家口市-懷來縣,DILA,master,,
2707,PL000000002759,,平原郡,40.3311,115.4892,中國-河北省-張家口市-懷來縣,DILA,master,,
2708,PL000000002760,,沮陽,40.2825,115.7111,中國-河北省-張家口市-懷來縣,DILA,master,,
2709,PL000000002761,,上谷郡,40.2813,115.7113,中國-河北省-張家口市-懷來縣,DILA,master,,
2710,PL000000002762,,沮陽,40.2813,115.7113,中國-河北省-張家口市-懷來縣,DILA,master,,
2711,PL000000002763,,上谷郡,40.2813,115.7113,中國-河北省-張家口市-懷來縣,DILA,master,,
2712,PL000000002764,,沮陽,40.2813,115.7113,中國-河北省-張家口市-懷來縣,DILA,master,,
2713,PL000000002765,,上谷郡,40.2772,115.6962,中國-河北省-張家口市-懷來縣,DILA,master,,
2714,PL000000002766,,上谷郡,40.2715,115.7119,中國-河北省-張家口市-懷來縣,DILA,master,,
2715,PL000000002767,,沮陽,40.2715,115.7119,中國-河北省-張家口市-懷來縣,DILA,master,,
2716,PL000000002768,,沮陽,40.2715,115.7119,中國-河北省-張家口市-懷來縣,DILA,master,,
2717,PL000000002769,,上谷郡,40.2706,115.7024,中國-河北省-張家口市-懷來縣,DILA,master,,
2718,PL000000002770,,沮陽,40.2706,115.7024,中國-河北省-張家口市-懷來縣,DILA,master,,
2719,PL000000002771,,橫嶺城,40.2258,115.8337,中國-河北省-張家口市-懷來縣,DILA,master,,
2720,PL000000002772,,懷來衛,40.3536,115.7396,中國-河北省-張家口市-懷來縣,DILA,master,,
2721,PL000000002773,,延慶右衛,40.3536,115.7396,中國-河北省-張家口市-懷來縣,DILA,master,,
2722,PL000000002774,,長安所,40.5629,115.671,中國-河北省-張家口市-懷來縣,DILA,master,,
2723,PL000000002775,,雲川所,40.5629,115.671,中國-河北省-張家口市-懷來縣,DILA,master,,
2724,PL000000002776,,鎮邊城所,40.1982,115.8114,中國-河北省-張家口市-懷來縣,DILA,master,,
2725,PL000000002777,,泉上,40.4248,115.5991,中國-河北省-張家口市-懷來縣,DILA,master,,
2726,PL000000002779,,法雲蘭若,40.379197,115.213321,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2727,PL000000002780,,茹縣,40.4364,115.2643,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2728,PL000000002781,,北莊,40.4171,115.2073,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2729,PL000000002782,,保安州,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2730,PL000000002783,,礬山,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2731,PL000000002784,,奉聖州,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2732,PL000000002785,,奉聖州,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2733,PL000000002786,,永興,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2734,PL000000002787,,奉聖州,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2735,PL000000002788,,永興縣,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2736,PL000000002789,,廣寧,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2737,PL000000002790,,廣寧郡,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2738,PL000000002791,,燕州,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2739,PL000000002792,,廣寧郡,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2740,PL000000002793,,下洛,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2741,PL000000002794,,廣寧郡,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2742,PL000000002795,,下洛,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2743,PL000000002796,,下落,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2744,PL000000002797,,下落,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2745,PL000000002798,,雙樹村,40.3627,115.3686,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2746,PL000000002799,,潘縣,40.3253,115.1285,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2747,PL000000002800,,潘縣,40.3234,115.1173,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2748,PL000000002801,,潘縣,40.3234,115.1173,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2749,PL000000002802,,董家莊,40.3132,115.2,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2750,PL000000002803,,懷戎,40.3068,115.1005,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2751,PL000000002804,,潘縣,40.3002,115.1172,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2752,PL000000002805,,潘縣,40.3002,115.1172,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2753,PL000000002806,,礬山,40.2176,115.4417,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2754,PL000000002807,,礬山縣,40.2145,115.4437,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2755,PL000000002808,,涿鹿城,40.2135,115.379,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2756,PL000000002809,,涿鹿,40.2109,115.3987,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2757,PL000000002810,,涿鹿,40.2109,115.3987,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2758,PL000000002811,,涿鹿,40.2094,115.3876,中國-河北省-張家口市-涿鹿縣,DILA,master,,
2759,PL000000002812,,涿鹿,40.2094,115.3876,中國-河北省-張家口市-涿鹿縣,DILA,master,,
