STT,ID,Tên_Việt,Tên_Hán,Lat,Lon,Province,Source,Status,Mô_tả,Ghi_chú_Admin
295,PL000000000323,,神京,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
296,PL000000000324,,拱極,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
297,PL000000000325,,順天,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
298,PL000000000326,,大燕,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
299,PL000000000327,,幽州,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
300,PL000000000328,,燕都,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
301,PL000000000329,,薊縣,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
302,PL000000000330,,燕國,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
303,PL000000000331,,薊縣,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
304,PL000000000332,,幽州,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
305,PL000000000333,,燕國,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
306,PL000000000334,,薊縣,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
307,PL000000000335,,廣陽郡,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
308,PL000000000336,,薊縣,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
309,PL000000000337,,護烏丸校尉,39.9306,116.3779,中國-北京市-市轄區-西城區,DILA,master,,
310,PL000000000338,,鹿苑,39.899667,116.432609,中國-北京市-市轄區-崇文區,DILA,master,,
311,PL000000000339,,金台小學,39.888204,116.431818,中國-北京市-市轄區-崇文區,DILA,master,,
312,PL000000000340,,天龍寺,39.897192,116.429327,中國-北京市-市轄區-崇文區,DILA,master,,
313,PL000000000341,,安化寺,39.893913,116.430542,中國-北京市-市轄區-崇文區,DILA,master,,
314,PL000000000342,,安國寺,39.889659,116.402241,中國-北京市-市轄區-崇文區,DILA,master,,
315,PL000000000343,,隆安寺,39.894574,116.434054,中國-北京市-市轄區-崇文區,DILA,master,,
316,PL000000000344,,慈源寺,39.887723,116.405401,中國-北京市-市轄區-崇文區,DILA,master,,
317,PL000000000346,,順直門,39.8728,116.351995,中國-北京市-市轄區-宣武區,DILA,master,,
318,PL000000000347,,燕京,39.8763,116.3411,中國-北京市-市轄區-宣武區,DILA,master,,
319,PL000000000348,,南京,39.8736,116.3543,中國-北京市-市轄區-宣武區,DILA,master,,
320,PL000000000349,,幽州刺史部,39.8714,116.3671,中國-北京市-市轄區-宣武區,DILA,master,,
321,PL000000000350,,光林寺,39.8728,116.351995,中國-北京市-市轄區-宣武區,DILA,master,,
322,PL000000000351,,憫中寺,39.883825,116.363701,中國-北京市-市轄區-西城區,DILA,master,,
323,PL000000000352,,天安寺,39.893291,116.33986,中國-北京市-市轄區-宣武區,DILA,master,,
324,PL000000000353,,延壽,40.1875,116.1938,中國-北京市-市轄區-昌平區,DILA,master,,
325,PL000000000354,,普濟寺,39.896499,116.365707,中國-北京市-市轄區-宣武區,DILA,master,,
326,PL000000000355,,南觀音寺,39.884493,116.339243,中國-北京市-市轄區-宣武區,DILA,master,,
327,PL000000000356,,唐安寺,39.891439,116.352383,中國-北京市-市轄區-宣武區,DILA,master,,
328,PL000000000357,,長椿寺,39.891513,116.358079,中國-北京市-市轄區-西城區,DILA,master,,
329,PL000000000358,,寶剎寺,39.8728,116.351995,中國-北京市-市轄區-宣武區,DILA,master,,
330,PL000000000359,,歸義寺,39.889442,116.345462,中國-北京市-市轄區-宣武區,DILA,master,,
331,PL000000000360,,承恩,39.8728,116.351995,中國-北京市-市轄區-宣武區,DILA,master,,
332,PL000000000361,,廣陽郡,39.8714,116.3671,中國-北京市-市轄區-宣武區,DILA,master,,
333,PL000000000362,,薊縣,39.8714,116.3671,中國-北京市-市轄區-宣武區,DILA,master,,
334,PL000000000363,,廣陽國,39.8714,116.3671,中國-北京市-市轄區-宣武區,DILA,master,,
335,PL000000000364,,薊縣,39.8714,116.3671,中國-北京市-市轄區-宣武區,DILA,master,,
336,PL000000000365,,薊北縣,39.8763,116.3411,中國-北京市-市轄區-宣武區,DILA,master,,
337,PL000000000366,,金臺,39.8763,116.3411,中國-北京市-市轄區-宣武區,DILA,master,,
338,PL000000000367,,南京,39.8763,116.3411,中國-北京市-市轄區-宣武區,DILA,master,,
339,PL000000000368,,范陽郡,39.8768,116.326,中國-北京市-市轄區-宣武區,DILA,master,,
340,PL000000000369,,薊門,39.8768,116.326,中國-北京市-市轄區-宣武區,DILA,master,,
341,PL000000000370,,盧龍軍節度使,39.8768,116.326,中國-北京市-市轄區-宣武區,DILA,master,,
342,PL000000000371,,大興府,39.8736,116.3543,中國-北京市-市轄區-宣武區,DILA,master,,
343,PL000000000372,,京,39.8736,116.3543,中國-北京市-市轄區-宣武區,DILA,master,,
344,PL000000000373,,白雲寺,39.919987,116.436806,中國-北京市-市轄區-朝陽區,DILA,master,,
345,PL000000000374,,隱寂寺,39.958139,116.174308,中國-北京市-市轄區-石景山區,DILA,master,,
346,PL000000000375,,隆禧寺,39.867282,116.456221,中國-北京市-市轄區-朝陽區,DILA,master,,
347,PL000000000376,,隆壽寺,39.921318,116.431073,中國-北京市-市轄區-朝陽區,DILA,master,,
348,PL000000000377,,望京館,39.9928,116.5127,中國-北京市-市轄區-朝陽區,DILA,master,,
349,PL000000000378,,鄭村壩,39.9704,116.5392,中國-北京市-市轄區-朝陽區,DILA,master,,
350,PL000000000379,,廣音,39.869564,116.339718,中國-北京市-市轄區-豐臺區,DILA,master,,
351,PL000000000380,,弘善,39.868418,116.433433,中國-北京市-市轄區-豐臺區,DILA,master,,
352,PL000000000381,,永定橋,39.848936,116.212843,中國-北京市-市轄區-豐臺區,DILA,master,,
353,PL000000000382,,鎮國寺,39.839226,116.350313,中國-北京市-市轄區-豐臺區,DILA,master,,
354,PL000000000383,,幽州,39.8737,116.3277,中國-北京市-市轄區-豐臺區,DILA,master,,
355,PL000000000384,,臨朔宮,39.8737,116.3277,中國-北京市-市轄區-豐臺區,DILA,master,,
356,PL000000000385,,薊縣,39.8737,116.3277,中國-北京市-市轄區-豐臺區,DILA,master,,
357,PL000000000386,,盧思臺,39.8639,116.1872,中國-北京市-市轄區-豐臺區,DILA,master,,
358,PL000000000387,,籠火城,39.7833,116.3141,中國-北京市-市轄區-豐臺區,DILA,master,,
359,PL000000000388,,麻峪,39.933911,116.121194,中國-北京市-市轄區-石景山區,DILA,master,,
360,PL000000000389,,雙泉山,39.976218,116.156518,中國-北京市-市轄區-石景山區,DILA,master,,
361,PL000000000390,,平坡山,39.90516,116.216994,中國-北京市-市轄區-石景山區,DILA,master,,
362,PL000000000391,,平坡,39.96122,116.171621,中國-北京市-市轄區-石景山區,DILA,master,,
363,PL000000000392,,龍泉寺,39.940113,116.153282,中國-北京市-市轄區-石景山區,DILA,master,,
364,PL000000000393,,黃姑寺,39.933815,116.194988,中國-北京市-市轄區-石景山區,DILA,master,,
365,PL000000000394,,廣平縣,39.915,116.1857,中國-北京市-市轄區-石景山區,DILA,master,,
366,PL000000000395,,玉河,39.9086,116.1924,中國-北京市-市轄區-石景山區,DILA,master,,
367,PL000000000396,,廣泉,39.956563,116.221035,中國-北京市-市轄區-海淀區,DILA,master,,
368,PL000000000397,,崇寧,39.957499,116.225217,中國-北京市-市轄區-海淀區,DILA,master,,
369,PL000000000398,,白雲洞,39.95493,116.220262,中國-北京市-市轄區-海淀區,DILA,master,,
370,PL000000000399,,椒園,39.956449,116.221598,中國-北京市-市轄區-海淀區,DILA,master,,
371,PL000000000400,,蓬萊洲,40.008956,116.304254,中國-北京市-市轄區-海淀區,DILA,master,,
372,PL000000000401,,西郊園,39.928674,116.289515,中國-北京市-市轄區-海淀區,DILA,master,,
373,PL000000000402,,圓明園,39.9996,116.3036,中國-北京市-市轄區-海淀區,DILA,master,,
374,PL000000000403,,玉泉山,39.995143,116.241821,中國-北京市-市轄區-海淀區,DILA,master,,
375,PL000000000404,,小清涼山,39.968603,116.182383,中國-北京市-市轄區-海淀區,DILA,master,,
376,PL000000000405,,暘臺山,40.070104,116.07015,中國-北京市-市轄區-海淀區,DILA,master,,
377,PL000000000406,,甕山,39.998412,116.267679,中國-北京市-市轄區-海淀區,DILA,master,,
378,PL000000000407,,龍泉寺,40.102112,116.084464,中國-北京市-市轄區-海淀區,DILA,master,,
379,PL000000000408,,翊效寺,39.9154,116.295685,中國-北京市-市轄區-海淀區,DILA,master,,
380,PL000000000409,,玉塔寺,39.943831,116.324199,中國-北京市-市轄區-海淀區,DILA,master,,
381,PL000000000410,,石香精舍,39.956657,116.220956,中國-北京市-市轄區-海淀區,DILA,master,,
382,PL000000000411,,淨安寺,39.993305,116.240509,中國-北京市-市轄區-海淀區,DILA,master,,
383,PL000000000412,,修真觀,40.062901,116.094356,中國-北京市-市轄區-海淀區,DILA,master,,
384,PL000000000413,,甘露寺,39.985711,116.186379,中國-北京市-市轄區-海淀區,DILA,master,,
385,PL000000000414,,廣通寺,39.949237,116.338385,中國-北京市-市轄區-海淀區,DILA,master,,
386,PL000000000415,,洪光寺,39.985489,116.184108,中國-北京市-市轄區-海淀區,DILA,master,,
387,PL000000000416,,廣應寺,40.003571,116.199346,中國-北京市-市轄區-海淀區,DILA,master,,
388,PL000000000417,,補陀寺,39.992988,116.241924,中國-北京市-市轄區-海淀區,DILA,master,,
389,PL000000000418,,大鐘寺,39.967998,116.331951,中國-北京市-市轄區-海淀區,DILA,master,,
390,PL000000000419,,慈壽寺,39.926818,116.289304,中國-北京市-市轄區-海淀區,DILA,master,,
391,PL000000000420,,玲瓏寶塔,39.926796,116.289195,中國-北京市-市轄區-海淀區,DILA,master,,
392,PL000000000421,,大功德寺,39.997274,116.253512,中國-北京市-市轄區-海淀區,DILA,master,,
393,PL000000000422,,遺光寺,40.003248,116.239922,中國-北京市-市轄區-海淀區,DILA,master,,
394,PL000000000424,,靈泉寺,40.051242,116.099263,中國-北京市-市轄區-海淀區,DILA,master,,
395,PL000000000425,,西竺寺,39.958334,116.292185,中國-北京市-市轄區-海淀區,DILA,master,,
396,PL000000000426,,北旺,40.0632,116.1262,中國-北京市-市轄區-海淀區,DILA,master,,
397,PL000000000427,,清河店,40.0317,116.3174,中國-北京市-市轄區-海淀區,DILA,master,,
398,PL000000000428,,小榆河,40.1159,116.2095,中國-北京市-市轄區-海淀區,DILA,master,,
399,PL000000000429,,百花陀,39.85684,115.61679,中國-北京市-市轄區-門頭溝區,DILA,master,,
400,PL000000000430,,潭柘,39.939077,116.095403,中國-北京市-市轄區-門頭溝區,DILA,master,,
401,PL000000000431,,萬佛山,39.939077,116.095403,中國-北京市-市轄區-門頭溝區,DILA,master,,
402,PL000000000432,,鞍山,39.863029,116.056774,中國-北京市-市轄區-門頭溝區,DILA,master,,
403,PL000000000433,,戒壇,39.868922,116.079962,中國-北京市-市轄區-門頭溝區,DILA,master,,
404,PL000000000434,,潭柘,39.904009,116.024666,中國-北京市-市轄區-門頭溝區,DILA,master,,
405,PL000000000435,,報國寺,39.857225,115.623616,中國-北京市-市轄區-門頭溝區,DILA,master,,
406,PL000000000436,,天津關,40.0573,115.5549,中國-北京市-市轄區-門頭溝區,DILA,master,,
407,PL000000000437,,天津關,40.064,115.551,中國-北京市-市轄區-門頭溝區,DILA,master,,
408,PL000000000438,,齊家莊,39.9377,115.5257,中國-北京市-市轄區-門頭溝區,DILA,master,,
409,PL000000000439,,齊家莊,39.9438,115.5341,中國-北京市-市轄區-門頭溝區,DILA,master,,
410,PL000000000440,,沿河城,40.0307,115.8481,中國-北京市-市轄區-門頭溝區,DILA,master,,
411,PL000000000441,,王平口,39.948,115.9244,中國-北京市-市轄區-門頭溝區,DILA,master,,
412,PL000000000442,,石港口,40.0728,115.6857,中國-北京市-市轄區-門頭溝區,DILA,master,,
413,PL000000000443,,沿河口所,40.086,115.7237,中國-北京市-市轄區-門頭溝區,DILA,master,,
414,PL000000000444,,永慈,39.679215,115.842534,中國-北京市-市轄區-房山區,DILA,master,,
415,PL000000000445,,十方,39.74821,116.137143,中國-北京市-市轄區-房山區,DILA,master,,
416,PL000000000446,,高丘,39.747827,116.137143,中國-北京市-市轄區-房山區,DILA,master,,
417,PL000000000447,,小西天,39.617324,115.776569,中國-北京市-市轄區-房山區,DILA,master,,
418,PL000000000448,,上房山,39.679863,115.81992,中國-北京市-市轄區-房山區,DILA,master,,
419,PL000000000449,,谷積山,39.747827,116.137143,中國-北京市-市轄區-房山區,DILA,master,,
420,PL000000000451,,房山雲居寺,39.607886,115.767573,中國-北京市-市轄區-房山區,DILA,master,,
421,PL000000000452,,石經處,39.602783,115.766042,中國-北京市-市轄區-房山區,DILA,master,,
422,PL000000000453,,天生院,39.799776,116.009997,中國-北京市-市轄區-房山區,DILA,master,,
423,PL000000000454,,雷音寺,39.607886,115.767573,中國-北京市-市轄區-房山區,DILA,master,,
424,PL000000000455,,房山,39.7097,115.9946,中國-北京市-市轄區-房山區,DILA,master,,
425,PL000000000456,,房山,39.7097,115.9946,中國-北京市-市轄區-房山區,DILA,master,,
426,PL000000000457,,房山,39.7097,115.9946,中國-北京市-市轄區-房山區,DILA,master,,
427,PL000000000458,,良鄉,39.6439,116.0815,中國-北京市-市轄區-房山區,DILA,master,,
428,PL000000000459,,良鄉,39.6439,116.0815,中國-北京市-市轄區-房山區,DILA,master,,
429,PL000000000460,,良鄉,39.6427,116.0801,中國-北京市-市轄區-房山區,DILA,master,,
430,PL000000000461,,良鄉,39.6427,116.0801,中國-北京市-市轄區-房山區,DILA,master,,
431,PL000000000462,,良鄉,39.7344,116.1369,中國-北京市-市轄區-房山區,DILA,master,,
432,PL000000000463,,興州中屯衛,39.7344,116.1369,中國-北京市-市轄區-房山區,DILA,master,,
433,PL000000000464,,廣陽,39.7549,116.201,中國-北京市-市轄區-房山區,DILA,master,,
434,PL000000000465,,廣陽,39.7549,116.201,中國-北京市-市轄區-房山區,DILA,master,,
435,PL000000000466,,良鄉,39.6392,116.0733,中國-北京市-市轄區-房山區,DILA,master,,
436,PL000000000467,,半壁店,39.5647,115.8586,中國-北京市-市轄區-房山區,DILA,master,,
437,PL000000000468,,良鄉,39.6444,116.0761,中國-北京市-市轄區-房山區,DILA,master,,
438,PL000000000469,,良鄉,39.652,116.0711,中國-北京市-市轄區-房山區,DILA,master,,
439,PL000000000470,,威州,39.7463,115.7463,中國-北京市-市轄區-房山區,DILA,master,,
440,PL000000000471,,宛平,39.794,116.2085,中國-北京市-市轄區-房山區,DILA,master,,
441,PL000000000472,,廣陽,39.7475,116.195,中國-北京市-市轄區-房山區,DILA,master,,
442,PL000000000473,,廣陽,39.7558,116.1901,中國-北京市-市轄區-房山區,DILA,master,,
443,PL000000000474,,威化,39.7463,115.7463,中國-北京市-市轄區-房山區,DILA,master,,
444,PL000000000475,,夷賓等州,39.7504,116.1712,中國-北京市-市轄區-房山區,DILA,master,,
445,PL000000000476,,良鄉,39.7347,116.1223,中國-北京市-市轄區-房山區,DILA,master,,
446,PL000000000477,,良鄉,39.742,116.1417,中國-北京市-市轄區-房山區,DILA,master,,
447,PL000000000478,,磁家務,39.8025,115.9919,中國-北京市-市轄區-房山區,DILA,master,,
448,PL000000000479,,戾陵遏,39.886,115.9067,中國-北京市-市轄區-房山區,DILA,master,,
449,PL000000000480,,佑聖教寺,39.913909,116.658392,中國-北京市-市轄區-通州區,DILA,master,,
450,PL000000000481,,通州,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
451,PL000000000482,,通州,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
452,PL000000000483,,通州,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
453,PL000000000484,,潞縣,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
454,PL000000000485,,潞縣,39.9043,116.7374,中國-北京市-市轄區-通州區,DILA,master,,
455,PL000000000486,,潞縣,39.899,116.7503,中國-北京市-市轄區-通州區,DILA,master,,
456,PL000000000487,,張家灣,39.8313,116.7081,中國-北京市-市轄區-通州區,DILA,master,,
457,PL000000000488,,高麗莊,39.8193,116.6789,中國-北京市-市轄區-通州區,DILA,master,,
458,PL000000000489,,漷縣,39.7821,116.7709,中國-北京市-市轄區-通州區,DILA,master,,
459,PL000000000490,,漷縣,39.7819,116.7707,中國-北京市-市轄區-通州區,DILA,master,,
460,PL000000000491,,漷陰,39.7729,116.7698,中國-北京市-市轄區-通州區,DILA,master,,
461,PL000000000492,,弘仁橋,39.754,116.565,中國-北京市-市轄區-通州區,DILA,master,,
462,PL000000000493,,馬駒,39.7511,116.5629,中國-北京市-市轄區-通州區,DILA,master,,
463,PL000000000494,,神武中衛,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
464,PL000000000495,,定邊衛,39.9051,116.6687,中國-北京市-市轄區-通州區,DILA,master,,
465,PL000000000496,,安集寺,40.128922,116.648225,中國-北京市-市轄區-順義區,DILA,master,,
466,PL000000000497,,遼西,40.2432,116.5933,中國-北京市-市轄區-順義區,DILA,master,,
467,PL000000000498,,狐奴,40.1998,116.7611,中國-北京市-市轄區-順義區,DILA,master,,
468,PL000000000499,,狐奴,40.1998,116.7611,中國-北京市-市轄區-順義區,DILA,master,,
469,PL000000000500,,狐奴,40.1946,116.754,中國-北京市-市轄區-順義區,DILA,master,,
470,PL000000000501,,安樂,40.17,116.6065,中國-北京市-市轄區-順義區,DILA,master,,
471,PL000000000502,,安樂,40.17,116.6065,中國-北京市-市轄區-順義區,DILA,master,,
472,PL000000000503,,安樂,40.15,116.6082,中國-北京市-市轄區-順義區,DILA,master,,
473,PL000000000504,,楊各莊,40.1429,116.8387,中國-北京市-市轄區-順義區,DILA,master,,
474,PL000000000505,,順義,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
475,PL000000000506,,順義,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
476,PL000000000507,,順州,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
477,PL000000000508,,順州,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
478,PL000000000509,,懷柔,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
479,PL000000000510,,懷柔,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
480,PL000000000511,,天柱莊,40.0572,116.5923,中國-北京市-市轄區-順義區,DILA,master,,
481,PL000000000512,,營州左屯衛,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
482,PL000000000513,,歸順州,40.1268,116.6514,中國-北京市-市轄區-順義區,DILA,master,,
483,PL000000000514,,歸德郡,40.2432,116.5933,中國-北京市-市轄區-順義區,DILA,master,,
484,PL000000000516,,昌平鎮,40.219301,116.22523,中國-北京市-市轄區-昌平區,DILA,master,,
485,PL000000000517,,兜率寺,39.675996,115.822313,中國-北京市-市轄區-房山區,DILA,master,,
486,PL000000000518,,昭聖寺,40.180789,116.186706,中國-北京市-市轄區-昌平區,DILA,master,,
487,PL000000000519,,得勝口,40.2993,116.1841,中國-北京市-市轄區-昌平區,DILA,master,,
488,PL000000000520,,東燕州,40.2944,116.2369,中國-北京市-市轄區-昌平區,DILA,master,,
489,PL000000000521,,居庸關,40.2873,116.068,中國-北京市-市轄區-昌平區,DILA,master,,
490,PL000000000522,,居庸關,40.2843,116.0891,中國-北京市-市轄區-昌平區,DILA,master,,
491,PL000000000523,,居庸關,40.2724,116.0901,中國-北京市-市轄區-昌平區,DILA,master,,
492,PL000000000524,,居雍關,40.2652,116.122,中國-北京市-市轄區-昌平區,DILA,master,,
