place_name_raw,mentioned_in_monk,source_monk_uri,frequency
miệng gọi,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,1
Hành Nhạc,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,1
Triều Dương,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,1
trời xanh,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,1
không mở,Dược Sơn Duy Nghiễm,ex:monk/duoc_son_duy_nghiem,1
thành thể,Phần Châu Thạch Lâu,ex:monk/phan_chau_thach_lau,1
PHẦN CHÂU,Phần Châu Thạch Lâu,ex:monk/phan_chau_thach_lau,1
Huế đã,Pháp Kiêm Minh Giác,ex:monk/phap_kiem_minh_giac,1
bị điêu,Pháp Kiêm Minh Giác,ex:monk/phap_kiem_minh_giac,1
thôn Ngọc,Pháp Kiêm Minh Giác,ex:monk/phap_kiem_minh_giac,1
nơi thị,Pháp Kiêm Minh Giác,ex:monk/phap_kiem_minh_giac,1
Chiên Ðàn,Pháp Kiêm Minh Giác,ex:monk/phap_kiem_minh_giac,1
bổn tỉnh,Chương Thiện Hoằng Ðạo,ex:monk/chuong_thien_hoang_ao,1
từ hướng,Toàn Nhâm Quán Thông,ex:monk/toan_nham_quan_thong,1
Cù Lao,Toàn Nhâm Quán Thông,ex:monk/toan_nham_quan_thong,1
quận Mộ,Toàn Chiếu Bảo Ấn,ex:monk/toan_chieu_bao_an,1
thôn Tráng,Toàn Chiếu Bảo Ấn,ex:monk/toan_chieu_bao_an,1
Tổ của,Toàn Chiếu Bảo Ấn,ex:monk/toan_chieu_bao_an,1
khoa thi,Toàn Chiếu Bảo Ấn,ex:monk/toan_chieu_bao_an,1
hữu bản,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
nên tốt,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
đức Từ,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
hương,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
huyện Diên,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
đức,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
Long Thụ,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
hội lễ,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
lòng trong,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
kín nhẹm,Toàn Đức Hoằng Tông,ex:monk/toan_duc_hoang_tong,1
và đổi,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
Sàigòn,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
làng đã,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
chiền rộng,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
của Ngài,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
đất Nam,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
cổ có,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
國恩金剛堂,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
xã Hà,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
có,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
韶壽宗諱行端老和尚之塔,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
chùa làng,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
có thể,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
nhiều chùa,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
thật,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
Sử quán,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
rất đẹp,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
ấy hiện,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
làng Thuận,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
諱超白煥碧和上祖師之塔,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
Quy Ninh,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
Phổ Thành,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
vào thời,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
là việc,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
về phụng,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
bình phong,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
敕賜國恩堂,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
Hòn Sấm,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
ấp Phước,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
tháp Tổ,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
này mà,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
trước hay,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
thì được,Nguyên Thiều Thọ Tông,ex:monk/nguyen_thieu_tho_tong,1
có bia,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
thư viện,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
chùa thiền,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
lợp bằng,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
nào khác,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Bửu Phong,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
có nhà,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
còn tổ,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
thuộc diện,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
bảo quản,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Hoằng Truyền,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
ngài gắn,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
đó nằm,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
ở Bình,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
như hôm,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
bài vị,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
cây Cau,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
cùng thôn,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
縣時敦社正户普寳弘傳寺,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
cổ thuộc,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
chánh hộ,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
trên đều,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
có quy,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
tiêu biểu,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Hội Tông,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
chùa Hoằng,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
gồm,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
thiền Hội,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
công của,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
nằm sát,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Ôn Lăng,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
rộng sang,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
xuất hiện,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
tọa lạc,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Triều Châu,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
thôn Đồng,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Long Thiền,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
nằm ở,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
Cổ Ngô,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
歸仁府時敦属弘傳普寳寺,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
rất phong,Thành Đẳng Minh Lượng,ex:monk/thanh_dang_minh_luong,1
đất miền,Minh Vật Nhứt Tri,ex:monk/minh_vat_nhut_tri,1
kỹ càng,Minh Hằng Định Nhiên,ex:monk/minh_hang_dinh_nhien,1
lên đến,Minh Hằng Định Nhiên,ex:monk/minh_hang_dinh_nhien,1
huyện Đồng,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
đầu có,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
do Ngài,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
hậu đầu,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
Nam Châu,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
nơi phát,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
nhiều tư,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
lại An,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
năm Giáp,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
sao Hải,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
bến Hoàng,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
Văn bia,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
chỗ khác,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
làng Thiệu,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
Ấn Tông,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
các châu,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
lại Hội,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
dĩ,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
dòng Lâm,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
rộng nguồn,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
những năm,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
ở Nam,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
nơi mảnh,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
Cẩm Hà,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
ngôi chỉ,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
vào lại,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
Cẩm Phô,Minh Hải Pháp Bảo,ex:monk/minh_hai_phap_bao,1
đi thăm,Trừng San Hải Tuệ,ex:monk/trung_san_hai_tue,1
đâu cần,Trừng San Hải Tuệ,ex:monk/trung_san_hai_tue,1
nhà ngục,Trừng San Hải Tuệ,ex:monk/trung_san_hai_tue,1
đã tổ,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
Tu Viện,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
gia noi,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
thôn Trung,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
thành tấm,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
đường Yersin,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
Diên Thọ,TT Tâm Chí Tịnh Hạnh,ex:monk/tt_tam_chi_tinh_hanh,1
nhiều ngôi,Tổ Đạt Trí Tâm,ex:monk/to_dat_tri_tam,1
cõi của,Tổ Đạt Trí Tâm,ex:monk/to_dat_tri_tam,1
Chánh điện,Tổ Đạt Trí Tâm,ex:monk/to_dat_tri_tam,1
đất Thuận,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
nên an,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
từ giã,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
chức,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
dinh Trấn,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
đạo ở,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
đạo cho,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
rộng đất,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
nên khá,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
lâu được,Phật Ý Linh Nhạc,ex:monk/phat_y_linh_nhac,1
rộng ảnh,Tổ Tông Viên Quang,ex:monk/to_tong_vien_quang,1
lại kinh,Tổ Ấn Mật Hoằng,ex:monk/to_an_mat_hoang,1
đó thì,Tổ Ấn Mật Hoằng,ex:monk/to_an_mat_hoang,1
chân đồi,Liễu Thông Huệ Giám,ex:monk/lieu_thong_hue_giam,1
Tổ Quốc,Tế Lịch Chánh Văn,ex:monk/te_lich_chanh_van,1
được tái,Tế Lịch Chánh Văn,ex:monk/te_lich_chanh_van,1
thì Hòa,Tế Lịch Chánh Văn,ex:monk/te_lich_chanh_van,1
ngại trong,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
trường cơ,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
nên khởi,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
phường Bình,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
lại sinh,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
được khang,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
nhà người,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
lớn của,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
với,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
trường phần,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
nên chật,Tâm Lượng Từ Mẫn,ex:monk/tam_luong_tu_man,1
của trường,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,1
vào Đà,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,1
khắp ba,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,1
Liên Trì,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,1
Trung Bộ,Trừng Kệ Tôn Thắng,ex:monk/trung_ke_ton_thang,1
Lộc Tân,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
xã Kỳ,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
đập Bà,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
quê cha,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
về Tam,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
chi hội,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
ngồi dậy,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
Tam Kỳ,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
gia nương,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
Tế Nam,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
Hang,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
huyện Long,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
Hưng Quang,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
xã Trà,Tâm Niệm Từ Ý,ex:monk/tam_niem_tu_y,1
gốc mà,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
cho chư,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
chỗ nạn,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
về Đà,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
"vàng
Và",Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
Vạn Thạnh,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
khu phố,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
là Diệu,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
đường thong,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
làng Tây,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
để giúp,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
Bát quan,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
gia đều,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
trại Hầm,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
về sinh,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
thỉnh Ni,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
vào lúc,Tâm Hồng Từ Hương,ex:monk/tam_hong_tu_huong,1
thì là,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
sao nói,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
phường Đào,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
các sư,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
sao Thạch,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
Tung Nhạc,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
miệng ngay,Thạch Sương Khánh Chư,ex:monk/thach_suong_khanh_chu,1
BÀNH CHÂU,Bành Châu Thiên Thai,ex:monk/banh_chau_thien_thai,1
mà sư,Nam Nhạc Huyền Thái,ex:monk/nam_nhac_huyen_thai,1
"tri
Mỗi",Nam Nhạc Huyền Thái,ex:monk/nam_nhac_huyen_thai,1
"tri
Niên",Nam Nhạc Huyền Thái,ex:monk/nam_nhac_huyen_thai,1
NAM NHẠC,Nam Nhạc Huyền Thái,ex:monk/nam_nhac_huyen_thai,1
Bồ Pha,Thê Nham Tồn Thọ,ex:monk/the_nham_ton_tho,1
PHỤNG TƯỜNG,Phụng Tường Thạch Trụ,ex:monk/phung_tuong_thach_tru,1
vườn Lộc,Thạch Sương Huy,ex:monk/thach_suong_huy,1
THẠCH SƯƠNG,Thạch Sương Huy,ex:monk/thach_suong_huy,1
LÃNG CHÂU,Tồn Đức Tuệ Không,ex:monk/ton_duc_tue_khong,1
HỒ NAM,Hồ Nam Văn Thù,ex:monk/ho_nam_van_thu,1
Dũng Tuyền,Cảnh Hân Dũng Tuyền,ex:monk/canh_han_dung_tuyen,1
DŨNG TUYỀN,Cảnh Hân Dũng Tuyền,ex:monk/canh_han_dung_tuyen,1
DĨNH CHÂU,Dĩnh Châu Ba Tiêu,ex:monk/dinh_chau_ba_tieu,1
Lô Sơn,Lô Sơn Hoài Hựu,ex:monk/lo_son_hoai_huu,1
núi Thê,Lô Sơn Hoài Hựu,ex:monk/lo_son_hoai_huu,1
LÔ SƠN,Lô Sơn Hoài Hựu,ex:monk/lo_son_hoai_huu,1
núi Cửu,Lô Sơn Hoài Hựu,ex:monk/lo_son_hoai_huu,1
CỐC SƠN,Đàm Châu Cốc Sơn Tạng,ex:monk/dam_chau_coc_son_tang,1
của nạp,Nam Tế Tăng Nhất,ex:monk/nam_te_tang_nhat,1
Mạt Sơn,Nam Tế Tăng Nhất,ex:monk/nam_te_tang_nhat,1
đắc của,Đại Quang Cư Hối,ex:monk/dai_quang_cu_hoi,1
Lưu Dương,Đại Quang Cư Hối,ex:monk/dai_quang_cu_hoi,1
giữa sự,Cửu Phong Đạo Kiền,ex:monk/cuu_phong_dao_kien,1
QUÂN CHÂU,Cửu Phong Đạo Kiền,ex:monk/cuu_phong_dao_kien,1
Tỉnh hội,Thị Uẩn Thuần Phong,ex:monk/thi_uan_thuan_phong,1
Càn Minh,Càn Minh Cơ Thông,ex:monk/can_minh_co_thong,1
Phúc Châu,Càn Minh Cơ Thông,ex:monk/can_minh_co_thong,1
Huệ Châu,La Phù Hiển Như,ex:monk/la_phu_hien_nhu,1
La Phù,La Phù Hiển Như,ex:monk/la_phu_hien_nhu,1
núi La,La Phù Hiển Như,ex:monk/la_phu_hien_nhu,1
Phước Nghiêm,Phước Nghiêm Thẩm Thừa,ex:monk/phuoc_nghiem_tham_thua,1
Bạch Vân,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
Vị Tăng,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
am Tam,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
xã thuộc,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
bóng trăng,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
Diệu Tướng,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
thưa,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
hang núi,Đầu Tử Nghĩa Thanh,ex:monk/dau_tu_nghia_thanh,1
Hưng Dương,Hưng Dương Thanh Phẩu,ex:monk/hung_duong_thanh_phau,1
trong chúng,Hào Châu Tư Minh,ex:monk/hao_chau_tu_minh,1
thế trước,Thiểm Phủ Thiên Phước,ex:monk/thiem_phu_thien_phuoc,1
Phổ Chiếu,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
hoa nhạc,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
Đông Cốc,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
toan,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
mang làm,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
đầu đãy,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
"về

Kịp",Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
Ngũ Đài,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
lại nói,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
trong bào,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
Thấp Châu,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
tòa thứ,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
lại nhận,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
không kiếp,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
Bản Tông,Hoằng Trí Chánh Giác,ex:monk/hoang_tri_chanh_giac,1
gió sớm,Quang Hiếu Tư Triệt,ex:monk/quang_hieu_tu_triet,1
Quang Hiếu,Quang Hiếu Tư Triệt,ex:monk/quang_hieu_tu_triet,1
cửa ngọc,Quang Hiếu Tư Triệt,ex:monk/quang_hieu_tu_triet,1
công huân,Trường Lô Lâm,ex:monk/truong_lo_lam,1
Thường Châu,Thiện Quyền Pháp Trí,ex:monk/thien_quyen_phap_tri,1
Thánh Quả,Thiện Quyền Pháp Trí,ex:monk/thien_quyen_phap_tri,1
Thiểm Phủ,Thiện Quyền Pháp Trí,ex:monk/thien_quyen_phap_tri,1
Thiện Quyền,Thiện Quyền Pháp Trí,ex:monk/thien_quyen_phap_tri,1
Bản Sơn,Tuyết Đậu Tự Tông,ex:monk/tuyet_dau_tu_tong,1
Huy Châu,Tuyết Đậu Tự Tông,ex:monk/tuyet_dau_tu_tong,1
quận Chi,Thụy Nham Pháp Cung,ex:monk/thuy_nham_phap_cung,1
Thụy Nham,Thụy Nham Pháp Cung,ex:monk/thuy_nham_phap_cung,1
viện Thê,Thụy Nham Pháp Cung,ex:monk/thuy_nham_phap_cung,1
Cối Kê,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
Bổ Đà,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
phía hữu,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
về hiếm,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
về đốt,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
rơi,Huệ Huy Tự Đắc,ex:monk/hue_huy_tu_dac,1
tại Dược,Đại Hồng Khánh Dự,ex:monk/dai_hong_khanh_du,1
Xử Châu,Trị Bình Ngẫu,ex:monk/tri_binh_ngau,1
Trị Bình,Trị Bình Ngẫu,ex:monk/tri_binh_ngau,1
đất Mân,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
Sùng Tiên,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
rừng sâu,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
Ôn Châu,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
Tả Miên,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
nơi tiên,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
trước một,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
thấy Phật,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
gò Hoa,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
kiếp không,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
Cao Minh,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
Bồ,Chân Yết Thanh Liễu,ex:monk/chan_yet_thanh_lieu,1
lớp chuyên,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,1
về Nha,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,1
Ðài Loan,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,1
vào nam,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,1
thôn Quan,Thị Khai Ðỗng Minh,ex:monk/thi_khai_ong_minh,1
ruộng hoang,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
nhà chết,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
trong chốn,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
đất này,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
hai núi,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
Hoài Ân,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
Lãng Châu,Lạc Phổ Nguyên An,ex:monk/lac_pho_nguyen_an,1
